energy_eV,delta_vs_alpha02,delta_vs_same_alpha
7.500000000000000000e+00,-2.521167930677356672e+00,-2.771837604361314433e+00
7.509999999999999787e+00,-1.909768063707744545e+00,-2.136370762424400827e+00
7.520000000000000462e+00,-1.285894941970729732e+00,-1.487994041759080233e+00
7.530000000000000249e+00,-6.631770585646283855e-01,-8.408276100918047335e-01
7.540000000000000036e+00,-5.480618823639027415e-02,-2.085397991499505777e-01
7.549999999999999822e+00,5.267661761952719957e-01,3.959695270621788055e-01
7.560000000000000497e+00,1.070088949489913288e+00,9.608407722717979826e-01
7.570000000000000284e+00,1.564926331276851101e+00,1.475479486483735503e+00
7.580000000000000071e+00,2.002428262484777122e+00,1.930734934938452607e+00
7.589999999999999858e+00,2.375259310269958402e+00,2.319035057714060599e+00
7.600000000000000533e+00,2.677690125076898742e+00,2.634481881849063178e+00
7.610000000000000320e+00,2.905656144171670174e+00,2.872912044838192180e+00
7.620000000000000107e+00,3.056788022529734583e+00,3.031926958114698589e+00
7.629999999999999893e+00,3.130417462376898996e+00,3.110896387904333871e+00
7.640000000000000568e+00,3.127560851309080903e+00,3.110938021382005481e+00
7.650000000000000355e+00,3.050881609490015745e+00,3.034874120876660974e+00
7.660000000000000142e+00,2.904630612253887634e+00,2.887164870421706109e+00
7.669999999999999929e+00,2.694562717326788093e+00,2.673816708627415384e+00
7.679999999999999716e+00,2.427826485601052742e+00,2.402263019433657831e+00
7.690000000000000391e+00,2.112823800395724927e+00,2.081214177590221759e+00
7.700000000000000178e+00,1.759036366905192716e+00,1.720474223828797999e+00
7.709999999999999964e+00,1.376817050807608966e+00,1.330722416153403254e+00
7.719999999999999751e+00,9.771456634381596729e-01,9.232595399770275879e-01
7.730000000000000426e+00,5.713510235782915947e-01,5.097210647806716954e-01
7.740000000000000213e+00,1.708037652706750897e-01,1.017618516791671812e-01
7.750000000000000000e+00,-2.134127889855763627e-01,-2.892800609601112738e-01
7.759999999999999787e+00,-5.708435485611994542e-01,-6.527302764376912148e-01
7.770000000000000462e+00,-8.920016867722624365e-01,-9.789226407800813989e-01
7.780000000000000249e+00,-1.168693090395085177e+00,-1.259526830811795950e+00
7.790000000000000036e+00,-1.394309269542565843e+00,-1.487842915144738098e+00
7.799999999999999822e+00,-1.564072436043356884e+00,-1.659046586593954764e+00
7.810000000000000497e+00,-1.675217171438113883e+00,-1.770369527722410519e+00
7.820000000000000284e+00,-1.727094916693175719e+00,-1.821201234027270077e+00
7.830000000000000071e+00,-1.721190399152739303e+00,-1.813101554368309332e+00
7.839999999999999858e+00,-1.661042965487820489e+00,-1.749717110706390910e+00
7.850000000000000533e+00,-1.552070436809685816e+00,-1.636599450710014558e+00
7.860000000000000320e+00,-1.401298303922446920e+00,-1.480928024539784671e+00
7.870000000000000107e+00,-1.217002546298673993e+00,-1.291146567513031362e+00
7.879999999999999893e+00,-1.008279763122386985e+00,-1.076526885946421874e+00
7.890000000000000568e+00,-7.845633092863616431e-01,-8.466790426642316625e-01
7.900000000000000355e+00,-5.551084001291267667e-01,-6.110311866286541882e-01
7.910000000000000142e+00,-3.284723793151395066e-01,-3.783054609841052240e-01
7.919999999999999929e+00,-1.120182745626634169e-01,-1.560182965046650327e-01
7.930000000000000604e+00,8.852979988043141457e-02,4.996624036438726546e-02
7.940000000000000391e+00,2.694520140926201512e-01,2.358026372369272650e-01
7.950000000000000178e+00,4.292944068153355386e-01,3.999251638628995575e-01
7.959999999999999964e+00,5.690065175929562846e-01,5.431841210482365456e-01
7.969999999999999751e+00,6.919407068332261712e-01,6.688429795841255299e-01
7.980000000000000426e+00,8.037057680767775159e-01,7.824293100016476155e-01
7.990000000000000213e+00,9.118752253402689911e-01,8.914402405946826313e-01
8.000000000000000000e+00,1.025558921697126147e+00,1.004911418084523556e+00
