energy_au,energy_eV,re_eps_z,im_eps_z
0.83800000,22.80314167,-1.504959439224e+02,-5.640555492923e+01
0.83900000,22.83035306,-1.516879089406e+02,-5.940279460401e+01
0.84000000,22.85756445,-1.527534201913e+02,-6.247947372734e+01
0.84100000,22.88477583,-1.536883640680e+02,-6.562871291239e+01
0.84200000,22.91198722,-1.544890241679e+02,-6.884342610546e+01
0.84300000,22.93919861,-1.551520917589e+02,-7.211634365966e+01
0.84400000,22.96640999,-1.556746749161e+02,-7.544003595929e+01
0.84500000,22.99362138,-1.560543062951e+02,-7.880693751855e+01
0.84600000,23.02083276,-1.562889495178e+02,-8.220937147680e+01
0.84700000,23.04804415,-1.563770041462e+02,-8.563957441065e+01
0.84800000,23.07525554,-1.563173092280e+02,-8.908972138208e+01
0.84900000,23.10246692,-1.561091454021e+02,-9.255195114034e+01
0.85000000,23.12967831,-1.557522355528e+02,-9.601839139496e+01
0.85100000,23.15688970,-1.552467440128e+02,-9.948118407619e+01
0.85200000,23.18410108,-1.545932743139e+02,-1.029325104993e+02
0.85300000,23.21131247,-1.537928654922e+02,-1.063646163487e+02
0.85400000,23.23852385,-1.528469869599e+02,-1.097698363988e+02
0.85500000,23.26573524,-1.517575319582e+02,-1.131406188879e+02
0.85600000,23.29294663,-1.505268096129e+02,-1.164695494635e+02
0.85700000,23.32015801,-1.491575356187e+02,-1.197493746183e+02
0.85800000,23.34736940,-1.476528215808e+02,-1.229730245361e+02
0.85900000,23.37458079,-1.460161630518e+02,-1.261336352710e+02
0.86000000,23.40179217,-1.442514263002e+02,-1.292245701823e+02
0.86100000,23.42900356,-1.423628338570e+02,-1.322394405533e+02
0.86200000,23.45621494,-1.403549488885e+02,-1.351721253211e+02
0.86300000,23.48342633,-1.382326584474e+02,-1.380167898494e+02
0.86400000,23.51063772,-1.360011556596e+02,-1.407679036796e+02
0.86500000,23.53784910,-1.336659209073e+02,-1.434202571965e+02
0.86600000,23.56506049,-1.312327020736e+02,-1.459689771515e+02
0.86700000,23.59227188,-1.287074939155e+02,-1.484095409877e+02
0.86800000,23.61948326,-1.260965166376e+02,-1.507377899162e+02
0.86900000,23.64669465,-1.234061937417e+02,-1.529499406962e+02
0.87000000,23.67390603,-1.206431292272e+02,-1.550425960779e+02
0.87100000,23.70111742,-1.178140842254e+02,-1.570127538696e+02
0.87200000,23.72832881,-1.149259531478e+02,-1.588578145960e+02
0.87300000,23.75554019,-1.119857394338e+02,-1.605755877197e+02
0.87400000,23.78275158,-1.090005309834e+02,-1.621642964032e+02
0.87500000,23.80996297,-1.059774753631e+02,-1.636225807929e+02
0.87600000,23.83717435,-1.029237548737e+02,-1.649494998127e+02
0.87700000,23.86438574,-9.984656156855e+01,-1.661445314598e+02
0.87800000,23.89159712,-9.675307231410e+01,-1.672075716011e+02
0.87900000,23.91880851,-9.365042398207e+01,-1.681389312725e+02
0.88000000,23.94601990,-9.054568886353e+01,-1.689393324919e+02
0.88100000,23.97323128,-8.744585039489e+01,-1.696099025987e+02
0.88200000,24.00044267,-8.435777928473e+01,-1.701521671404e+02
0.88300000,24.02765406,-8.128821012926e+01,-1.705680413316e+02
0.88400000,24.05486544,-7.824371860281e+01,-1.708598201160e+02
0.88500000,24.08207683,-7.523069930791e+01,-1.710301668672e+02
0.88600000,24.10928821,-7.225534436752e+01,-1.710821007694e+02
0.88700000,24.13649960,-6.932362283930e+01,-1.710189829250e+02
0.88800000,24.16371099,-6.644126102928e+01,-1.708445012387e+02
0.88900000,24.19092237,-6.361372377905e+01,-1.705626541359e+02
0.89000000,24.21813376,-6.084619679736e+01,-1.701777331739e+02
0.89100000,24.24534515,-5.814357010320e+01,-1.696943046129e+02
0.89200000,24.27255653,-5.551042264367e+01,-1.691171900139e+02
0.89300000,24.29976792,-5.295100814559e+01,-1.684514459381e+02
0.89400000,24.32697930,-5.046924225540e+01,-1.677023428234e+02
0.89500000,24.35419069,-4.806869101728e+01,-1.668753431189e+02
0.89600000,24.38140208,-4.575256073437e+01,-1.659760787602e+02
0.89700000,24.40861346,-4.352368925291e+01,-1.650103280721e+02
0.89800000,24.43582485,-4.138453870391e+01,-1.639839921864e+02
0.89900000,24.46303624,-3.933718973122e+01,-1.629030710671e+02
0.90000000,24.49024762,-3.738333722959e+01,-1.617736392346e+02
0.90100000,24.51745901,-3.552428761032e+01,-1.606018212831e+02
0.90200000,24.54467039,-3.376095760630e+01,-1.593937672874e+02
0.90300000,24.57188178,-3.209387462232e+01,-1.581556281949e+02
0.90400000,24.59909317,-3.052317863059e+01,-1.568935312989e+02
0.90500000,24.62630455,-2.904862560522e+01,-1.556135558913e+02
0.90600000,24.65351594,-2.766959248361e+01,-1.543217091888e+02
0.90700000,24.68072733,-2.638508363626e+01,-1.530239026310e+02
0.90800000,24.70793871,-2.519373882107e+01,-1.517259286426e+02
0.90900000,24.73515010,-2.409384259158e+01,-1.504334379545e+02
0.91000000,24.76236148,-2.308333512343e+01,-1.491519175738e+02
0.91100000,24.78957287,-2.215982441696e+01,-1.478866694931e+02
0.91200000,24.81678426,-2.132059982857e+01,-1.466427902238e+02
0.91300000,24.84399564,-2.056264687800e+01,-1.454251512394e+02
0.91400000,24.87120703,-1.988266327314e+01,-1.442383804067e+02
0.91500000,24.89841842,-1.927707608915e+01,-1.430868444831e+02
0.91600000,24.92562980,-1.874206003364e+01,-1.419746327518e+02
0.91700000,24.95284119,-1.827355672500e+01,-1.409055418641e+02
0.91800000,24.98005257,-1.786729490676e+01,-1.398830619523e+02
0.91900000,25.00726396,-1.751881151652e+01,-1.389103640719e+02
0.92000000,25.03447535,-1.722347352445e+01,-1.379902890273e+02
0.92100000,25.06168673,-1.697650045275e+01,-1.371253376303e+02
0.92200000,25.08889812,-1.677298748422e+01,-1.363176624327e+02
0.92300000,25.11610951,-1.660792906565e+01,-1.355690609713e+02
0.92400000,25.14332089,-1.647624290888e+01,-1.348809705566e+02
0.92500000,25.17053228,-1.637279429068e+01,-1.342544646294e+02
0.92600000,25.19774366,-1.629242055083e+01,-1.336902507042e+02
0.92700000,25.22495505,-1.622995568638e+01,-1.331886699127e+02
0.92800000,25.25216644,-1.618025493948e+01,-1.327496981521e+02
0.92900000,25.27937782,-1.613821927555e+01,-1.323729488370e+02
0.93000000,25.30658921,-1.609881964862e+01,-1.320576772501e+02
0.93100000,25.33380060,-1.605712095090e+01,-1.318027864747e+02
0.93200000,25.36101198,-1.600830554485e+01,-1.316068348905e+02
0.93300000,25.38822337,-1.594769627677e+01,-1.314680452050e+02
0.93400000,25.41543475,-1.587077887294e+01,-1.313843149873e+02
0.93500000,25.44264614,-1.577322362142e+01,-1.313532286635e+02
0.93600000,25.46985753,-1.565090624470e+01,-1.313720709290e+02
0.93700000,25.49706891,-1.549992787197e+01,-1.314378415249e+02
0.93800000,25.52428030,-1.531663402237e+01,-1.315472713191e+02
0.93900000,25.55149168,-1.509763251471e+01,-1.316968396308e+02
0.94000000,25.57870307,-1.483981022301e+01,-1.318827927268e+02
0.94100000,25.60591446,-1.454034860164e+01,-1.321011634165e+02
0.94200000,25.63312584,-1.419673790854e+01,-1.323477916649e+02
0.94300000,25.66033723,-1.380679006011e+01,-1.326183461409e+02
0.94400000,25.68754862,-1.336865005676e+01,-1.329083466107e+02
0.94500000,25.71476000,-1.288080592357e+01,-1.332131870856e+02
0.94600000,25.74197139,-1.234209711672e+01,-1.335281596266e+02
0.94700000,25.76918277,-1.175172135222e+01,-1.338484787072e+02
0.94800000,25.79639416,-1.110923982002e+01,-1.341693060318e+02
0.94900000,25.82360555,-1.041458075306e+01,-1.344857757053e+02
0.95000000,25.85081693,-9.668041327595e+00,-1.347930196468e+02
0.95100000,25.87802832,-8.870287877909e+00,-1.350861931394e+02
0.95200000,25.90523971,-8.022354415661e+00,-1.353605004062e+02
0.95300000,25.93245109,-7.125639450978e+00,-1.356112201021e+02
0.95400000,25.95966248,-6.181901119679e+00,-1.358337306118e+02
0.95500000,25.98687386,-5.193250628055e+00,-1.360235350425e+02
0.95600000,26.01408525,-4.162144033820e+00,-1.361762858020e+02
0.95700000,26.04129664,-3.091372388903e+00,-1.362878086541e+02
0.95800000,26.06850802,-1.984050276803e+00,-1.363541261437e+02
0.95900000,26.09571941,-8.436027841788e-01,-1.363714802867e+02
0.96000000,26.12293080,3.262490468715e-01,-1.363363544225e+02
0.96100000,26.15014218,1.521504232692e+00,-1.362454941288e+02
0.96200000,26.17735357,2.737899268511e+00,-1.360959271037e+02
0.96300000,26.20456495,3.970926889557e+00,-1.358849819209e+02
0.96400000,26.23177634,5.215856100936e+00,-1.356103055713e+02
0.96500000,26.25898773,6.467753398594e+00,-1.352698797062e+02
0.96600000,26.28619911,7.721505098208e+00,-1.348620355035e+02
0.96700000,26.31341050,8.971840683688e+00,-1.343854670844e+02
0.96800000,26.34062189,1.021335708215e+01,-1.338392434109e+02
0.96900000,26.36783327,1.144054376775e+01,-1.332228186036e+02
0.97000000,26.39504466,1.264780859272e+01,-1.325360406243e+02
0.97100000,26.42225604,1.382950424019e+01,-1.317791582727e+02
0.97200000,26.44946743,1.497995519021e+01,-1.309528264572e+02
0.97300000,26.47667882,1.609348508749e+01,-1.300581097020e+02
0.97400000,26.50389020,1.716444439704e+01,-1.290964838641e+02
0.97500000,26.53110159,1.818723823193e+01,-1.280698360383e+02
0.97600000,26.55831298,1.915635423595e+01,-1.269804626376e+02
0.97700000,26.58552436,2.006639040309e+01,-1.258310656418e+02
0.97800000,26.61273575,2.091208271508e+01,-1.246247470180e+02
0.97900000,26.63994713,2.168833247838e+01,-1.233650013199e+02
0.98000000,26.66715852,2.239023324261e+01,-1.220557064862e+02
0.98100000,26.69436991,2.301309718311e+01,-1.207011128589e+02
0.98200000,26.72158129,2.355248083214e+01,-1.193058304576e+02
0.98300000,26.74879268,2.400421004508e+01,-1.178748145468e+02
0.98400000,26.77600407,2.436440409036e+01,-1.164133495446e+02
0.98500000,26.80321545,2.462949875503e+01,-1.149270313268e+02
0.98600000,26.83042684,2.479626836113e+01,-1.134217479882e+02
0.98700000,26.85763822,2.486184659183e+01,-1.119036591280e+02
0.98800000,26.88484961,2.482374603093e+01,-1.103791737353e+02
0.98900000,26.91206100,2.467987632365e+01,-1.088549267552e+02
0.99000000,26.93927238,2.442856087205e+01,-1.073377544224e+02
0.99100000,26.96648377,2.406855198390e+01,-1.058346684546e+02
0.99200000,26.99369516,2.359904439968e+01,-1.043528292038e+02
0.99300000,27.02090654,2.301968712865e+01,-1.028995178691e+02
0.99400000,27.04811793,2.233059353141e+01,-1.014821078765e+02
0.99500000,27.07532931,2.153234959355e+01,-1.001080355385e+02
0.99600000,27.10254070,2.062602034155e+01,-9.878477010882e+01
0.99700000,27.12975209,1.961315436007e+01,-9.751978334841e+01
0.99800000,27.15696347,1.849578637680e+01,-9.632051872623e+01
0.99900000,27.18417486,1.727643788925e+01,-9.519436037617e+01
1.00000000,27.21138625,1.595811581528e+01,-9.414860193575e+01
