# eV,ground_re,ground_im,pumped_re,pumped_im
2.020000000000000018e+00,1.406882290382459821e+01,9.942111620154897578e-02,-2.477168549336917636e+01,-1.403431499550095118e+01
2.030000000000000249e+00,1.409831474157472186e+01,9.872618086303770746e-02,-2.184781987601869346e+01,-1.337953267942581803e+01
2.040000000000000036e+00,1.412865132217147313e+01,9.713217848214111827e-02,-1.916977656896450100e+01,-1.248517301193313145e+01
2.049999999999999822e+00,1.416003292381778245e+01,9.472767258491782139e-02,-1.674734969017516661e+01,-1.139390308513474892e+01
2.060000000000000053e+00,1.419263800781965124e+01,9.164281832597276356e-02,-1.458418069401264106e+01,-1.014632013220453643e+01
2.069999999999999840e+00,1.422661441722354780e+01,8.804400615106475203e-02,-1.267855288105906020e+01,-8.780181269710954695e+00
2.080000000000000071e+00,1.426207185791702692e+01,8.412665784657800960e-02,-1.102426386028587402e+01,-7.329819973461377813e+00
2.089999999999999858e+00,1.429907604633756435e+01,8.010647734656232977e-02,-9.611538319900388316e+00,-5.825753078101060467e+00
2.100000000000000089e+00,1.433764483758515595e+01,7.620953776130731661e-02,-8.427944477225837616e+00,-4.294475055312460654e+00
2.109999999999999876e+00,1.437774656126641482e+01,7.266164901467728199e-02,-7.459279845674195997e+00,-2.758429753701848952e+00
2.120000000000000107e+00,1.441930069348755161e+01,6.967749398051545362e-02,-6.690395347834233064e+00,-1.236143890498707876e+00
2.129999999999999893e+00,1.446218088638483579e+01,6.745004267053197888e-02,-6.105931151943899238e+00,2.574984451357171245e-01
2.140000000000000124e+00,1.450622026621886462e+01,6.614075237978048194e-02,-5.690942719910211167e+00,1.710865038318171383e+00
2.149999999999999911e+00,1.455121880240431409e+01,6.587103631496060707e-02,-5.431401213184384957e+00,3.115096211157486916e+00
2.160000000000000142e+00,1.459695244796728275e+01,6.671543477167349301e-02,-5.314558380324124975e+00,4.463566297862677779e+00
2.169999999999999929e+00,1.464318366168490648e+01,6.869685311986592491e-02,-5.329172115259401821e+00,5.751315862788688449e+00
2.180000000000000160e+00,1.468967284800537421e+01,7.178414245224967738e-02,-5.465594800983566870e+00,6.974483959030483682e+00
2.189999999999999947e+00,1.473619019656787010e+01,7.589219541308975248e-02,-5.715732125168510258e+00,8.129767992928798037e+00
2.200000000000000178e+00,1.478252737171460041e+01,8.088461588821671544e-02,-6.072885077648529695e+00,9.213936034496576610e+00
2.209999999999999964e+00,1.482850849579755703e+01,8.657890191798157942e-02,-6.531492146961551448e+00,1.022341283441694593e+01
2.220000000000000195e+00,1.487399988923072414e+01,9.275396177779883511e-02,-7.086792188136838533e+00,1.115395654090428934e+01
2.229999999999999982e+00,1.491891807485744437e+01,9.915966917056376340e-02,-7.734430936475096274e+00,1.200043834035425938e+01
2.240000000000000213e+00,1.496323562285615161e+01,1.055280602904284520e-01,-8.470035630437818597e+00,1.275673217298519901e+01
2.250000000000000000e+00,1.500698450252109595e+01,1.115856881789711597e-01,-9.288782658757385846e+00,1.341571650221379564e+01
