# eV,ground_re,ground_im,pumped_re,pumped_im
1.699999999999999956e+00,2.398328871813351082e+00,-1.378053868825112938e+00,3.104776136912383677e+01,1.087029190581870353e+02
1.709999999999999964e+00,1.912555178385927368e+00,-8.999823295281339508e-01,2.309553427433186812e+01,1.134908010674060961e+02
1.719999999999999973e+00,1.233564581029100049e+00,-3.041194358482792737e-01,1.444241192598402357e+01,1.173555051348625682e+02
1.729999999999999982e+00,3.132673949095410304e-01,3.827507022046232610e-01,5.219264476805888009e+00,1.202035379397009081e+02
1.739999999999999991e+00,-8.939194429586512225e-01,1.121996774808246666e+00,-4.431972046007541799e+00,1.219623617037524212e+02
1.750000000000000000e+00,-2.428467118263572644e+00,1.863186778919243114e+00,-1.436189668165791389e+01,1.225813929346669937e+02
1.760000000000000009e+00,-4.323070582008714524e+00,2.544692122719234728e+00,-2.441724948600986167e+01,1.220323542189787958e+02
1.770000000000000018e+00,-6.600044605049603774e+00,3.094871503909476296e+00,-3.444440254635242127e+01,1.203090104347475204e+02
1.780000000000000027e+00,-9.268905787793782380e+00,3.433830822668821892e+00,-4.429262806961977361e+01,1.174263435194510805e+02
1.790000000000000036e+00,-1.232426639622461551e+01,3.475728023054817761e+00,-5.381705190284509399e+01,1.134192392442019610e+02
1.800000000000000044e+00,-1.574416019496017327e+01,3.131564210027396822e+00,-6.288122069060946728e+01,1.083407744517908782e+02
1.810000000000000053e+00,-1.948890867980051311e+01,2.312376005514324984e+00,-7.135923314819267205e+01,1.022602032786549131e+02
1.820000000000000062e+00,-2.350061853859483918e+01,9.327202328982887591e-01,-7.913740944850262338e+01,9.526074562112712840e+01
1.830000000000000071e+00,-2.770337835380363600e+01,-1.085678062079864725e+00,-8.611549624902416156e+01,8.743728042230688402e+01
1.840000000000000080e+00,-3.200419535117168124e+01,-3.810258383472189703e+00,-9.220742719520346498e+01,7.889404042824428132e+01
1.850000000000000089e+00,-3.629468249787777978e+01,-7.294091717172007883e+00,-9.734167867566053189e+01,6.974239434573803464e+01
1.860000000000000098e+00,-4.045347376915248816e+01,-1.157263762158897968e+01,-1.014612771537035485e+02,6.009878753507867799e+01
1.870000000000000107e+00,-4.434931239265207381e+01,-1.666094309221208647e+01,-1.045235267288857415e+02,5.008289441098898465e+01
