# eV,pumped_re,pumped_im
7.450000000000000178e+00,6.370284541907932585e+00,-2.004594360150523169e+00
7.459999999999999964e+00,5.579636433415864794e+00,-9.710839619513138565e-01
7.469999999999999751e+00,4.744807692734769766e+00,-1.843013930013614743e-01
7.480000000000000426e+00,3.920647218367246722e+00,3.766243180596802187e-01
7.490000000000000213e+00,3.151839318664112266e+00,7.436362027623631965e-01
7.500000000000000000e+00,2.470843124397160917e+00,9.563718520882564800e-01
7.509999999999999787e+00,1.896830858141180354e+00,1.058454035299137397e+00
7.520000000000000462e+00,1.435659423326013817e+00,1.093729244559955127e+00
7.530000000000000249e+00,1.080833996585559564e+00,1.102729437264995394e+00
7.540000000000000036e+00,8.153512728698331102e-01,1.119607739206237351e+00
7.549999999999999822e+00,6.142488516809552213e-01,1.169756568288788934e+00
7.560000000000000497e+00,4.476402762916147360e-01,1.268259998753580087e+00
7.570000000000000284e+00,2.839856333761459073e-01,1.419265669356440940e+00
7.580000000000000071e+00,9.333723269498250819e-02,1.616290258434564642e+00
7.589999999999999858e+00,-1.496908979705480203e-01,1.843401878929910476e+00
7.600000000000000533e+00,-4.634532237222970252e-01,2.077157919294612576e+00
7.610000000000000320e+00,-8.574823002496361202e-01,2.289122574114020203e+00
7.620000000000000107e+00,-1.331501086090373764e+00,2.448748403015676089e+00
7.629999999999999893e+00,-1.875296878359183683e+00,2.526383419340757719e+00
7.640000000000000568e+00,-2.469448260988347688e+00,2.496160812309641930e+00
7.650000000000000355e+00,-3.086830936193882380e+00,2.338542421172179253e+00
7.660000000000000142e+00,-3.694769651072181027e+00,2.042318110225927352e+00
7.669999999999999929e+00,-4.257655888387086307e+00,1.605908602501585625e+00
7.679999999999999716e+00,-4.739817913386474402e+00,1.037875459769889375e+00
7.690000000000000391e+00,-5.108413368148015721e+00,3.566043608303249846e-01
7.700000000000000178e+00,-5.336115812173362727e+00,-4.108081465824123812e-01
7.709999999999999964e+00,-5.403385028813167956e+00,-1.230373464683668594e+00
7.719999999999999751e+00,-5.300144888538669719e+00,-2.063591315033844964e+00
7.730000000000000426e+00,-5.026739298319835569e+00,-2.870206107154681163e+00
7.740000000000000213e+00,-4.594092595418261205e+00,-3.611126652380238777e+00
7.750000000000000000e+00,-4.023061385076255547e+00,-4.251285670908255376e+00
7.759999999999999787e+00,-3.343025721224821112e+00,-4.762221396730512701e+00
7.770000000000000462e+00,-2.589824199473893085e+00,-5.124185505629661463e+00
7.780000000000000249e+00,-1.803185877996718922e+00,-5.327617720548547098e+00
7.790000000000000036e+00,-1.023848555271387184e+00,-5.373874927714530791e+00
7.799999999999999822e+00,-2.905753240536548265e-01,-5.275157834374872401e+00
7.810000000000000497e+00,3.627119210513722880e-01,-5.053636992001151462e+00
7.820000000000000284e+00,9.094724702328955690e-01,-4.739838093723665935e+00
7.830000000000000071e+00,1.332574835734645191e+00,-4.370399663072023877e+00
7.839999999999999858e+00,1.625664529401305902e+00,-3.985360847452978916e+00
7.850000000000000533e+00,1.793770576543465278e+00,-3.625169970641492601e+00
7.860000000000000320e+00,1.853103723199149400e+00,-3.327623633982536688e+00
7.870000000000000107e+00,1.830055992448424540e+00,-3.124950361483780803e+00
7.879999999999999893e+00,1.759466654809321629e+00,-3.041242014842429509e+00
7.890000000000000568e+00,1.682269950327904162e+00,-3.090411471278139643e+00
7.900000000000000355e+00,1.642681634852257044e+00,-3.274818326477393349e+00
7.910000000000000142e+00,1.685111893543846051e+00,-3.584658415372502738e+00
7.919999999999999929e+00,1.851009491467437984e+00,-3.998161069544361013e+00
7.930000000000000604e+00,2.175845289277211325e+00,-4.482583913262594422e+00
7.940000000000000391e+00,2.686432508137877928e+00,-4.995942364485420839e+00
7.950000000000000178e+00,3.398757405984973445e+00,-5.489363378764630319e+00
7.959999999999999964e+00,4.316459208427724903e+00,-5.909913443979512238e+00
7.969999999999999751e+00,5.430054804758234432e+00,-6.203721859027796270e+00
7.980000000000000426e+00,6.716954957447117458e+00,-6.319203584821871722e+00
7.990000000000000213e+00,8.142267942218360588e+00,-6.210182245346456575e+00
8.000000000000000000e+00,9.660337033341134472e+00,-5.838723088405843420e+00
